Guid,AccountId,LastName,FirstName,Salutation,OtherStreet,OtherCity,OtherState,OtherPostalCode,OtherCountry,OtherLatitude,OtherLongitude,OtherGeocodeAccuracy,MailingStreet,MailingCity,MailingState,MailingPostalCode,MailingCountry,MailingLatitude,MailingLongitude,MailingGeocodeAccuracy,Phone,Fax,MobilePhone,HomePhone,OtherPhone,AssistantPhone,ReportsToId,Email,Title,Department,AssistantName,LeadSource,Birthdate,Description,HasOptedOutOfEmail,EmailBouncedReason,EmailBouncedDate,Jigsaw,IndividualId,ccrz__CompanyName__c,ccrz__CompanyType__c,ccrz__DataId__c,ccrz__IsPortalUser__c,ccrz__SelfRegistered__c,Product_Areas__c
8f8c077b-3b3c-45be-a42d-fa09f2cdf8a0,5d3d94e5-a96e-47d4-8a8b-659f31066b00,Hollis,Hayley,#N/A,#N/A,#N/A,#N/A,2347,#N/A,#N/A,#N/A,#N/A,32 Railway Street,CARODA,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3938,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+506@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
8f98a1f4-1cf7-4fc9-b810-87eef1a4fc14,3ccab815-d7e7-41f3-b4fd-2330a1d72ef4,Gibbie,Mommy,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39 Crown Street,London,#N/A,SW6 0EP,UK,#N/A,#N/A,#N/A,077 6365 8742,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+61@gmail.com,SVP,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
9030cbac-57c6-4bcc-bcbc-d6ecf294c5a7,33a1801d-7094-4807-a185-2fa6024d7ffe,Ransell,Mariann,#N/A,#N/A,#N/A,#N/A,2347,#N/A,#N/A,#N/A,#N/A,88 Bailey Street,CARODA,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4006,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+715@gmail.com,SVP,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
9040a689-7e4e-4f53-8cc0-a3a1362c9735,bf059387-8284-445e-bd00-0767cc9f2115,Craggy,Claudine,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(440)475-1489,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+244@gmail.com,CSO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
90671ef2-6288-489b-bbab-216db58b04fa,f12d92b9-6eff-4056-abb1-186a6b059e4d,Cyrille,Helena,#N/A,#N/A,#N/A,#N/A,2454,#N/A,#N/A,#N/A,#N/A,32 Railway Street,KALANG,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3917,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+434@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
9089f242-896d-426d-8d7e-96fe25af90cb,0ed6e1df-248d-4cdc-8dda-0832ddf03126,Ruggiero,Steffi,#N/A,348 St Kilda Road,Melbourne,VIC,3004,Australia,#N/A,#N/A,#N/A,348 St Kilda Road,Melbourne,VIC,3004,Australia,#N/A,#N/A,#N/A,(03) 6276 7738,(03) 6276 7738,0430 276 516,#N/A,#N/A,(03) 6276 7738,#N/A,jmanningcongagdo+828@gmail.com,Chief Marketing Officer,Marketing,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
90f0bfda-16cc-4568-b650-69446fb28ffb,dc629a3f-08e0-49e1-aaff-47aaafe204fd,Georas,Kary,#N/A,#N/A,#N/A,#N/A,2347,#N/A,#N/A,#N/A,#N/A,32 Railway Street,CARODA,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3968,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+586@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
90f66ae3-5d82-4a97-a44f-22eac495ca42,1bbaf99a-e9dd-4b66-bd6b-52113742ccd4,Pooh,Aviva,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,97 Gordon Terrace,BARTON BENDISH,#N/A,PE33 1YD,UK,#N/A,#N/A,#N/A,070 4352 5277,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+57@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
90fa666c-cc20-4004-a55a-f102ab4f3088,8f9c068e-835d-424f-9d37-1388be4a7d0a,Sam,Karalee,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(803) 709-7634,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+537@gmail.com,CEO - International and Global Marketing Officer,#N/A,#N/A,#N/A,#N/A,"As CEO – AT&T International, Lee leads the strategy, marketing, and operations of providing mobile services to more than 13 million consumers and businesses in Mexico and pay-TV services to more than 13 million subscribers across 11 countries and territories in Latin America and the Caribbean.",false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
910850eb-74eb-4bcf-aa55-054c3a2fbcb3,e3495959-4e93-4622-866a-e83e23362bb7,Elvyn,Ivett,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(542) 214-0449,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+539@gmail.com,"President, Services",#N/A,#N/A,#N/A,#N/A,"Trish Walker is the president of services for Best Buy Co. Inc. In this role, she oversees all services in stores, online and in customers’ homes. That includes the Geek Squad, a national tech-support organization with more than 20,000 agents dedicated to helping customers learn about and enjoy their technology, as well as the company’s service plan portfolio and customer care.",false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
91743ee3-35bf-4a5a-9c05-b42dc8a358ef,79a3828a-4134-48e5-8077-9a6492c2447f,Bryce,Catherin,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100 Art Rooney Avenue,Pittsburgh,PA,15212,USA,#N/A,#N/A,#N/A,(228) 983-3203,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+827@gmail.com,"SVP, Marketing",#N/A,#N/A,#N/A,#N/A,"Michael Morrison is Senior Vice President, Marketing for Andeavor. Mr. Morrison joined Andeavor in 2016, bringing more than 30 years of experience in the downstream business to his role.",false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
91790a61-f09e-44ea-8814-bd2ca5c3b744,f148f58a-32e6-44eb-9767-49236c2d4945,Pall,Sharlene,#N/A,6/14-16 Freeman Rd,Chatswood,NSW,2057,Australia,#N/A,#N/A,#N/A,6/14-16 Freeman Rd,Chatswood,NSW,2057,Australia,#N/A,#N/A,#N/A,(02) 7491 8650,(02) 7491 8650,0416 524 888,#N/A,#N/A,(02) 7491 8650,#N/A,jmanningcongagdo+843@gmail.com,Account Manager,Sales,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
9182aa4d-10ba-4c73-91d8-5f9e721cc49c,210a7e16-1f76-4a98-bdd4-88fc7c26bd8b,Raffaello,Nikolia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,+33 0 1 42 14 20 00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+561@gmail.com,COO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
91b31c2d-79bc-4927-9c6b-e934ef11df4c,cc6c0d56-9bdf-4597-9a5e-6083639c0197,Sterne,Darsey,#N/A,#N/A,#N/A,#N/A,3293,#N/A,#N/A,#N/A,#N/A,26 Dalgarno Street,GLENTHOMPSON,VIC,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4074,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+16@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
9219917a-930f-49bd-9451-9ca4beda1a15,d3053ca7-894e-4b3d-b4ea-1974b5686046,Barry,Annabel,#N/A,#N/A,#N/A,#N/A,2454,#N/A,#N/A,#N/A,#N/A,26 Dalgarno Street,KALANG,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4017,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+754@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
926aea46-0d6b-4b13-be1a-0ba749527eba,dd7d4738-6278-42df-964f-d94cfc6722a2,Flynn,Clarey,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(514) 388-6168,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+321@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,"Tim Cook is the CEO of Apple and serves on its Board of Directors. Before being named CEO in August 2011, Tim was Apple’s Chief Operating Officer and was responsible for all of the company’s worldwide sales and operations, including end-to-end management of Apple’s supply chain, sales activities, and service and support in all markets and countries. He also headed Apple’s Macintosh division and played a key role in the continued development of strategic reseller and supplier relationships, ensuring flexibility in response to an increasingly demanding marketplace.",false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
929cf2c1-c5f6-43ce-bf16-342c971c47f4,d1eaeb22-9e06-4cb9-8bde-b69c1a0fbd67,Eugene,Gabriela,#N/A,#N/A,#N/A,#N/A,2347,#N/A,#N/A,#N/A,#N/A,88 Bailey Street,CARODA,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+709@gmail.com,SVP,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
932a31ab-3f77-4a72-b2cb-df937a3903af,c1800b5e-7dd9-48f4-93df-c6fc6c379ba3,Josiah,Marga,#N/A,57 Clifton Dr,Bacchus Marsh,VIC,3340,Australia,#N/A,#N/A,#N/A,57 Clifton Dr,Bacchus Marsh,VIC,3340,Australia,#N/A,#N/A,#N/A,(03) 7668 7869,(03) 7668 7869,0423 170 220,#N/A,#N/A,(03) 7668 7869,#N/A,jmanningcongagdo+13@gmail.com,Sales Executive,Sales,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
932a3cff-26e5-46f1-884b-d1df7fdcd6d0,1780077c-4e79-4a5e-949f-64ab5a73d3c8,Raviv,Ronna,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(293) 243-6884,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+390@gmail.com,Chief Executive Officer,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
939aee2f-e1b8-460e-9d99-acf5877bdb66,6abf6df4-3f79-49a2-8757-df4efcb9167d,Amos,Jon,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,150 Chestnut Street,Toronto,Ontario,L4B 1Y3,Canada,#N/A,#N/A,#N/A,(905) 555-1212,(555) 555-1212,#N/A,#N/A,#N/A,#N/A,416a3acf-75d6-4450-b8f1-b7a00d6f0e11,info@salesforce.com,Sales Manager,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,#N/A,#N/A,#N/A,false,false,#N/A
939f08bb-7e61-496b-8c85-8ce9e29d6f95,97aecde5-9421-473e-906c-437c52c56134,Car,Nerta,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(652) 154-3164,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+149@gmail.com,Contract Manager,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
94225dff-c433-440e-aef5-91a0e0bbfd59,d70e92b5-1314-48cf-ad52-6dcbd196a36b,Guillermo,Carlye,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(522) 169-8148,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+410@gmail.com,"EVP, General Counsel & Secretary",#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
947d9125-3ffa-46f9-9a77-585500db4e47,10e91ef8-aa9e-46d3-98c4-3dcd2daebaf3,Felix,Alexi,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(500) 955-7981,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+600@gmail.com,Director,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
949a2ad0-60f1-48ad-a271-103f262985e3,b14ecc5f-00ce-4adf-8d18-56f3e85c2112,Mychal,Shaun,#N/A,3 Myra St,Wahroonga,NSW,2076,Australia,#N/A,#N/A,#N/A,3 Myra St,Wahroonga,NSW,2076,Australia,#N/A,#N/A,#N/A,(02) 8291 6421,(02) 8291 6421,0424 836 500,#N/A,#N/A,(02) 8291 6421,#N/A,jmanningcongagdo+47@gmail.com,CEO,CEO,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
94aa3926-c286-414e-802d-3b75e82c4c05,aba768c3-5818-4d00-82b8-2a6dcc5a5d03,Saul,Kaitlyn,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,011 49 69 3576 6843,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+546@gmail.com,"Vice President, IT",#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
9539327e-097f-475a-8cfc-c5f8caf68fc6,b6b423cb-1a88-4f6f-bc21-f416a44ea3d7,Aurthur,Elane,#N/A,19 Airlie Cr,Cecil Hills,NSW,2171,Australia,#N/A,#N/A,#N/A,19 Airlie Cr,Cecil Hills,NSW,2171,Australia,#N/A,#N/A,#N/A,(02) 6512 6327,(02) 6512 6327,0420 108 581,#N/A,#N/A,(02) 6512 6327,#N/A,jmanningcongagdo+842@gmail.com,Account Executive,Sales,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
95a3bb0b-2104-45a2-a03f-9151496836dc,3fa505dd-ce3a-4fa8-a546-8ac2c9a229a3,Lamont,Abbey,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,202-555-0110,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+213@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
95bc154d-8160-448c-9fa5-be01aa93690c,d845ff04-7523-4f84-b767-a2c0249e7eb8,Obadias,Gussie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(682) 477-1719,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+523@gmail.com,CEO,#N/A,#N/A,#N/A,1977-09-26,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
95d5bfb3-f5d5-49d6-a7b6-315d1b5d5d58,bdf0643c-3761-4db2-8dfe-5fdfb6df8e46,Sly,Lucila,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(581) 804-2887,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+285@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,"Alain Monié is the chief executive officer of Ingram Micro Inc., a leader in delivering the full spectrum of global technology and supply-chain solutions to businesses around the world.",false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
95e28d21-690c-4286-b5bd-5a1c37ee4944,cf13d698-1117-4a21-b6e0-f65f7349be47,Edvard,Anissa,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,97 Gordon Terrace,BARTON BENDISH,#N/A,PE33 1YD,UK,#N/A,#N/A,#N/A,81 4352 5277,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+168@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
9671fd62-5b78-4a48-b9d7-e43e1e9c9001,3e618f3f-9734-4a35-a6e9-0770d1678c39,Abey,Wynnie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,+44 20 5678 9900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+553@gmail.com,CIO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
9676fe95-4a1c-4d9a-9df7-7599331f43cf,e0c26fe1-c405-47da-9f9f-063856f41152,Patricio,Dinnie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,24 Willie Mays Plaza,San Francisco,CA,94107,USA,#N/A,#N/A,#N/A,(408) 638-5768,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+134@gmail.com,"Charman, Walt Disney International",#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
96773882-d192-4f05-9b52-d935e9a70590,d13be5bd-0de2-4c54-976e-de3f9caa1018,Patrick,Aidan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1 East 161st Street,Bronx,NY,10451,USA,#N/A,#N/A,#N/A,(463) 872-1494,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+87@gmail.com,General Counsel,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
96c031c6-7895-4318-a203-403fba01580f,62b16da5-892f-4567-94c2-b4dc490d0182,Shaughn,Jada,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(319)461-4461,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+158@gmail.com,COO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
97097653-38c1-498a-a667-04a28b1ed26f,10e91ef8-aa9e-46d3-98c4-3dcd2daebaf3,Kelley,Xylina,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(442) 344-4953,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+518@gmail.com,CEO,#N/A,#N/A,#N/A,1981-08-26,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
972952c8-cca6-4d8d-9f5b-fa25d70b1bb5,07ffc794-3916-4ba1-8808-14e099ffb6d1,Brewer,Lizette,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(385) 941-5704,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+457@gmail.com,SVP,#N/A,#N/A,#N/A,1973-10-24,"Mr. Chovanec was elected Senior Vice President in June 2014. He heads the Company’s Fundamentals/Supply Appraisal Team which was formed in 2010 and is responsible for the evaluation of the key supply and demand trends around the Company’s five business lines: Natural Gas, Natural Gas Liquids, Crude Oil, Refined Products and Petrochemicals. These analyses are used in our commercial activities and in evaluating capital investment opportunities.",false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
9776f18c-cf54-48c5-b68b-dedd53ea4bfb,06772fb8-581c-442b-af31-c8000c725cb9,Danie,Alethea,#N/A,390 Harris Street,Sydney,NSW,2007,Australia,#N/A,#N/A,#N/A,390 Harris Street,Sydney,NSW,2007,Australia,#N/A,#N/A,#N/A,(02) 6089 8320,(02) 6089 8320,0423 551 697,#N/A,#N/A,(02) 6089 8320,#N/A,jmanningcongagdo+2@gmail.com,"VP, Product Management",Engineering,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
97afe830-2f8d-4c15-9421-363a2fade9c9,26258eba-e337-4dca-8ed1-5f562843401e,Jammal,Mable,#N/A,200 George Street,Sydney,NSW,2000,Australia,#N/A,#N/A,#N/A,200 George Street,Sydney,NSW,2000,Australia,#N/A,#N/A,#N/A,(02) 7635 8392,(02) 7635 8392,0421 325 348,#N/A,#N/A,(02) 7635 8392,#N/A,jmanningcongagdo+689@gmail.com,VP of Sales,Operations,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
97f4e805-b3b6-40a1-85f4-be1e69bbf634,c1800b5e-7dd9-48f4-93df-c6fc6c379ba3,Glendon,Elinor,#N/A,#N/A,#N/A,#N/A,3293,#N/A,#N/A,#N/A,#N/A,88 Bailey Street,GLENTHOMPSON,VIC,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3928,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+496@gmail.com,SVP,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
98196eb8-8727-4803-b524-86cf8fa5b475,79ed4d7e-9b49-46f1-b21f-bafc44b2728a,Ewart,Kari,#N/A,#N/A,Bloomington,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2 Graceland Street,#N/A,IN,47405,USA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+616@gmail.com,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
9876a70c-e9d1-40b2-a7f9-73a00fd3c288,1afb016a-8edf-4988-8457-82779bd705ec,Nick,Luise,#N/A,#N/A,#N/A,#N/A,3293,#N/A,#N/A,#N/A,#N/A,26 Dalgarno Street,GLENTHOMPSON,VIC,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4077,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+19@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
98869134-8c92-4224-a8e7-de672071cf87,5863f433-6d34-4232-9382-6f9b7b12b645,Andras,Kalie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(321) 342-7063,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+328@gmail.com,Chief Legal Officer,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
98974668-ee5c-4e04-b6d3-d927c36a5b66,4e912526-2a36-41d8-a84d-dfd0250230c4,Loren,Joellyn,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1 AT&T Way,Arlington,TX,76011,USA,#N/A,#N/A,#N/A,(323) 387-7082,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+594@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,"Born in Wichita, Kansas, Darren Woods is a graduate of Texas A&M University, where he earned a Bachelor of Science degree in electrical engineering. He also holds a Master of Business Administration degree from Northwestern's Kellogg School of Management in Evanston, Illinois.",false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
98bded69-49f9-476b-ab77-13ddafbff107,eed55588-9c31-4925-b846-863cf35c1063,Dana,Alla,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39 Crown Street,London,#N/A,SW6 0EP,UK,#N/A,#N/A,#N/A,78 6365 8742,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+73@gmail.com,SVP,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
993ceb8a-8de5-4811-8435-f3d2fb6df825,97aecde5-9421-473e-906c-437c52c56134,Skelly,Chanda,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(754) 593-2809,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+385@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
9a626acf-d044-40cf-80db-b2a876595a40,0f6dd887-3a4f-47a1-a040-364591a7523c,Chrisy,Klarika,#N/A,#N/A,#N/A,#N/A,2347,#N/A,#N/A,#N/A,#N/A,88 Bailey Street,CARODA,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4018,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+755@gmail.com,SVP,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
